OTU_ID	domain	domain_conf	phylum	phylum_conf	class	class_conf	order	order_conf	family	family_conf	genus	genus_conf	species	species_conf	blast_query	blast_strain	blast_16s_completeness	blast_percent_identity	blast_alignment_length	ncbi_avglinkage_otu_id	num_of_sp_in_cluster	num_of_sp_in_db	num_of_otus_with_same_sp
OTU_2132	Bacteria	1	Proteobacteria	0.9866	Gammaproteobacteria	0.9883	Pseudomonadales	0.9152	Pseudomonadaceae	0.9034	Pseudomonas	0.7821	Pseudomonas_cedrina	0.0441	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:Pseudomonas_salomonii	CFBP_2022	no	95	1377	661	57	2	1
OTU_2133	Bacteria	1	Firmicutes	0.9479	Erysipelotrichia	0.9017	Erysipelotrichales	0.7322	Erysipelotrichaceae	0.7151	Faecalitalea	0.2271	Faecalitalea_cylindroides	0.0341	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTU_2134	Bacteria	0.8626	Firmicutes	0.7287	Clostridia	0.0895	Clostridiales	0.0678	Ruminococcaceae	0.0173	Ruminiclostridium	0.0016	Clostridium_termitidis	0	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Mycobacteriaceae,g:Mycobacterium,s:Mycobacterium_pallens	czh-8_16S	no	90	40	363	2	1	1
OTU_2135	Bacteria	0.9072	Bacteroidetes	0.8609	Bacteroidia	0.0854	Bacteroidales	0.0639	Porphyromonadaceae	0.0192	Parabacteroides	0.0019	Parabacteroides_distasonis	0	NA	NA	NA	NA	NA	2598	1	2	1
OTU_2136	Bacteria	0.9072	Firmicutes	0.7619	Clostridia	0.0982	Clostridiales	0.0837	Ruminococcaceae	0.021	Anaerobacterium	0.0017	Anaerobacterium_chartisolvens	0	d:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Bulleidia,s:Bulleidia_extructa	W1219_16S	no	90.2	41	5848	1	1	1
OTU_2138	Bacteria	1	Firmicutes	0.9989	Negativicutes	0.9355	Veillonellales	0.6662	Veillonellaceae	0.6387	Megasphaera	0.2877	Megasphaera_paucivorans	0.0092	d:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:Megasphaera_cerevisiae	VTT-E-85230_16S	yes	93.9	1376	3390	2	2	1
OTU_2139	Bacteria	1	Proteobacteria	0.952	Epsilonproteobacteria	0.895	Campylobacterales	0.5655	Campylobacteraceae	0.4044	Campylobacter	0.1664	Campylobacter_canadensis	0.0011	NA	NA	NA	NA	NA	3570	1	1	1
OTU_214	Bacteria	1	Actinobacteria	0.8609	Thermoleophilia	0.4205	Solirubrobacterales	0.1897	Solirubrobacteraceae	0.0462	Solirubrobacter	0.0032	Solirubrobacter_soli	0	NA	NA	NA	NA	NA	2612	2	1	1
OTU_2140	Bacteria	1	Actinobacteria	0.9994	Actinobacteria	0.9993	Micrococcales	0.981	Sanguibacteraceae	0.9631	Sanguibacter	0.973	Sanguibacter_inulinus	0.5993	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Agromyces,s:Agromyces_salentinus	20-5_16S	no	90.8	1364	1307	4	1	1
OTU_2142	Bacteria	1	Proteobacteria	0.9324	Gammaproteobacteria	0.8425	unsure_unclassified_Gammaproteobacteria	0.4335	unclassified	0.242	Acidibacter	0.0711	Acidibacter_ferrireducens	0.0059	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:unsure_unclassified_Gammaproteobacteria,f:unclassified,g:Acidibacter,s:Acidibacter_ferrireducens	MCF85_16S	no	95.4	1239	6025	1	1	1
OTU_2143	Bacteria	1	Proteobacteria	0.9977	Gammaproteobacteria	0.9943	Xanthomonadales	0.9924	Xanthomonadaceae	0.9864	Pseudoxanthomonas	0.9862	Pseudoxanthomonas_taiwanensis	0.9621	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Pseudoxanthomonas,s:Pseudoxanthomonas_taiwanensis	NBRC_101072	no	99.8	1471	1003	1	2	1
OTU_2144	Bacteria	1	Bacteroidetes	0.9978	Bacteroidia	0.9085	Bacteroidales	0.7653	Prevotellaceae	0.5242	Prevotella	0.1355	Prevotella_oralis	0.0059	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotella,s:Prevotella_pallens	10371_16S	no	94.4	36	2054	1	2	1
OTU_2145	Bacteria	0.64	Proteobacteria	0.4293	Deltaproteobacteria	0.057	Desulfobacterales	0.0327	Desulfobulbaceae	0.0063	Desulfopila	8e-4	Desulfopila_inferna	0	d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfobacterales,f:Desulfobacteraceae,g:Desulfospira,s:Desulfospira_joergensenii	B331_16S	no	95.8	48	4970	1	1	1
OTU_2146	Bacteria	1	Actinobacteria	0.9947	Actinobacteria	0.9903	Pseudonocardiales	0.8643	Pseudonocardiaceae	0.8437	Pseudonocardia	0.6878	Pseudonocardia_saturnea	0.0541	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Pseudonocardiales,f:Pseudonocardiaceae,g:Prauserella,s:Prauserella_muralis	05-Be-005_16S	no	91.1	1413	2877	2	3	1
OTU_2147	Bacteria	1	Bacteroidetes	0.9989	Bacteroidia	0.9973	Bacteroidales	0.9938	Porphyromonadaceae	0.9901	Parabacteroides	0.9876	Parabacteroides_distasonis	0.9621	NA	NA	NA	NA	NA	2598	1	2	1
OTU_2148	Bacteria	1	Proteobacteria	0.9681	Alphaproteobacteria	0.9355	Rhizobiales	0.7983	Hyphomicrobiaceae	0.7151	Prosthecomicrobium	0.6407	Prosthecomicrobium_hirschii	0.3997	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Rhizobium,s:Rhizobium_mesoamericanum	CCGE_501	no	90	1350	4183	1	1	1
OTU_2149	Bacteria	1	Actinobacteria	0.9992	Actinobacteria	0.9913	Corynebacteriales	0.8933	Mycobacteriaceae	0.8238	Mycobacterium	0.7821	Mycobacterium_sediminis	0.0541	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Mycobacteriaceae,g:Mycobacterium,s:Mycobacterium_goodii	M069_16S	no	96.9	1305	494	7	1	1
OTU_215	Bacteria	1	Proteobacteria	0.9681	Gammaproteobacteria	0.922	Legionellales	0.6992	Coxiellaceae	0.6769	Diplorickettsia	0.5302	Diplorickettsia_massiliensis	0.2112	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales,f:Methylococcaceae,g:Methylomicrobium,s:Methylomicrobium_japanense	NI_16S	no	96.8	31	5460	1	1	1
OTU_2150	Bacteria	1	Firmicutes	0.96	Negativicutes	0.895	Veillonellales	0.5655	Veillonellaceae	0.4855	Veillonella	0.2877	Veillonella_parvula	0.0043	NA	NA	NA	NA	NA	2837	8	5	2
OTU_2151	Bacteria	1	Firmicutes	0.9359	Clostridia	0.6967	Clostridiales	0.3906	Clostridiaceae	0.2014	Candidatus_Arthromitus	0.0497	Candidatus_Arthromitus	0.0043	NA	NA	NA	NA	NA	3838	1	3	1
OTU_2152	Bacteria	1	Firmicutes	0.9681	Clostridia	0.922	Clostridiales	0.8313	Clostridiales_Family_XIII_Incertae_Sedis	0.6769	unsure_Terrabacteria_group	0.3483	Eubacterium_sulci	0.0092	NA	NA	NA	NA	NA	1050	2	1	1
OTU_2155	Bacteria	1	Firmicutes	0.9906	Bacilli	0.9828	Bacillales	0.8643	Bacillaceae	0.5242	Anoxybacillus	0.3483	Anoxybacillus_flavithermus	0.0541	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus,s:Bacillus_krulwichiae	NBRC_102362	no	91	89	36	13	4	1
OTU_2156	Bacteria	1	Firmicutes	0.9845	Bacilli	0.9355	Lactobacillales	0.8933	Lactobacillaceae	0.8636	Lactobacillus	0.8763	Lactobacillus_rogosae	0.9346	NA	NA	NA	NA	NA	4154	2	1	1
OTU_2157	Bacteria	1	Bacteroidetes	0.9989	Bacteroidia	0.9983	Bacteroidales	0.9938	Porphyromonadaceae	0.9901	Barnesiella	0.9883	Barnesiella_intestinihominis	0.7194	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Vibrionales,f:Vibrionaceae,g:Vibrio,s:Vibrio_superstes	G3-29_16S	no	93.5	31	2770	1	2	1
OTU_2159	Bacteria	1	Firmicutes	0.9994	Clostridia	0.9988	Clostridiales	0.9937	Ruminococcaceae	0.9925	Ruminiclostridium	0.993	Clostridium_leptum	0.9755	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Gluconobacter,s:Gluconobacter_oxydans	DSM_3503	no	100	28	4936	1	1	1
OTU_216	Bacteria	0.8626	Planctomycetes	0.8285	Planctomycetia	0.1788	Planctomycetales	0.1102	Planctomycetaceae	0.0228	Gimesia	0.0017	Gimesia_maris	0	d:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Isosphaeraceae,g:Isosphaera,s:Isosphaera_pallida	IS1B_16S	no	100	33	NA	NA	NA	NA
OTU_2160	Bacteria	1	Proteobacteria	0.9721	Gammaproteobacteria	0.9422	Enterobacterales	0.9043	Enterobacteriaceae	0.6769	Klebsiella	0.4696	Enterobacter_aerogenes	0.1169	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacterales,f:Enterobacteriaceae,g:Cronobacter,s:Cronobacter_dublinensis	E464_16S	no	97.5	729	8	48	5	1
OTU_2161	Bacteria	1	Proteobacteria	0.956	Betaproteobacteria	0.9152	Burkholderiales	0.7322	Comamonadaceae	0.4449	Variovorax	0.1664	Variovorax_paradoxus	0.0141	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Pseudoxanthomonas,s:Pseudoxanthomonas_koreensis	NBRC_101160	no	95.7	46	2727	6	4	1
OTU_2162	Bacteria	1	Bacteroidetes	0.9989	Flavobacteriia	0.9991	Flavobacteriales	0.9968	Flavobacteriaceae	0.9977	Chryseobacterium	0.8763	Chryseobacterium_indoltheticum	0.3997	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Chryseobacterium,s:Chryseobacterium_piscicola	VQ-6316s_16S	no	96.5	1362	1103	5	1	1
OTU_2164	Bacteria	1	Bacteroidetes	0.9992	Flavobacteriia	0.9828	Flavobacteriales	0.97	Flavobacteriaceae	0.9751	Flavobacterium	0.8292	Flavobacterium_terrigena	0.2112	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:Flavobacterium_chungbukense	CS100_16S	no	92.9	1451	3481	1	1	1
OTU_2166	Bacteria	1	Bacteroidetes	0.9985	Flavobacteriia	0.9287	Flavobacteriales	0.8643	Flavobacteriaceae	0.8238	Flavobacterium	0.2877	Flavobacterium_aquatile	0.0076	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:Flavobacterium_hydatis	DSM_2063	no	93.4	1258	3033	1	3	1
OTU_2167	Bacteria	1	Actinobacteria	0.9825	Actinobacteria	0.9422	Frankiales	0.7322	Frankiaceae	0.7151	Jatrophihabitans	0.5302	Jatrophihabitans_endophyticus	0.2112	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Thermoactinomycetaceae,g:Laceyella,s:Laceyella_putida	NCIMB_12324	no	91.5	82	4520	1	1	1
OTU_2169	Bacteria	1	Proteobacteria	0.9319	Alphaproteobacteria	0.8613	Sphingomonadales	0.5062	Sphingomonadaceae	0.3232	Sphingomonas	0.0711	Sphingomonas_wittichii	0.0026	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,s:Sphingobium_scionense	WP01_16S	no	90.2	1331	1266	2	2	1
OTU_217	Bacteria	1	Verrucomicrobia	0.9989	Verrucomicrobiae	0.9693	Verrucomicrobiales	0.9481	Verrucomicrobiaceae	0.7915	Luteolibacter	0.3483	Luteolibacter_pohnpeiensis	0.0092	NA	NA	NA	NA	NA	2748	1	1	1
OTU_2170	Bacteria	1	Proteobacteria	0.956	Alphaproteobacteria	0.9152	Rhizobiales	0.7322	Hyphomicrobiaceae	0.6769	Devosia	0.3483	Devosia_psychrophila	0.0141	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,s:Microbacterium_gubbeenense	LMG_S-19263	no	93.1	29	2969	5	1	1
OTU_2171	Bacteria	0.7736	Proteobacteria	0.6289	Deltaproteobacteria	0.0732	Desulfuromonadales	0.0483	Geobacteraceae	0.0118	Geobacter	0.0013	Geobacter_argillaceus	0	NA	NA	NA	NA	NA	3356	1	1	1
OTU_2172	Bacteria	1	Proteobacteria	0.9721	Alphaproteobacteria	0.9422	Rhizobiales	0.8643	Methylobacteriaceae	0.6769	Methylobacterium	0.5302	Methylobacterium_komagatae	0.0241	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Methylobacterium,s:Methylobacterium_mesophilicum	JCM_2829	no	94.9	1414	2639	3	1	1
OTU_2173	Bacteria	0.7736	Proteobacteria	0.5956	Deltaproteobacteria	0.0692	Desulfuromonadales	0.0483	Geobacteraceae	0.0118	Geobacter	0.0013	Geobacter_argillaceus	0	d:Bacteria,p:Proteobacteria,c:Epsilonproteobacteria,o:Campylobacterales,f:Campylobacteraceae,g:Campylobacter,s:Campylobacter_sputorum	LMG_7795	no	94.1	51	3356	1	1	1
OTU_2174	Bacteria	1	Actinobacteria	0.9886	Actinobacteria	0.9883	Micrococcales	0.8313	Microbacteriaceae	0.7533	Curtobacterium	0.2877	Curtobacterium_flaccumfaciens	0.0441	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Micrococcaceae,g:Zhihengliuella,s:Zhihengliuella_salsuginis	JSM_071043	no	91.4	1404	408	8	1	1
OTU_2175	Bacteria	1	Actinobacteria	0.873	Thermoleophilia	0.5011	Solirubrobacterales	0.2192	Solirubrobacteraceae	0.0681	Solirubrobacter	0.0041	Solirubrobacter_ginsenosidimutans	1e-4	NA	NA	NA	NA	NA	2612	2	1	1
OTU_2176	Bacteria	1	Proteobacteria	0.9314	Alphaproteobacteria	0.8425	Rhizobiales	0.526	Beijerinckiaceae	0.2014	Beijerinckia	0.0497	Beijerinckia_indica	0.0043	NA	NA	NA	NA	NA	2921	3	3	1
OTU_2177	Bacteria	0	Actinobacteria	0.0052	Actinobacteria	8e-4	Bifidobacteriales	5e-4	Bifidobacteriaceae	1e-4	Bifidobacterium	0	Bifidobacterium_gallinarum	0	NA	NA	NA	NA	NA	1710	3	1	1
OTU_218	Bacteria	1	Proteobacteria	0.999	Alphaproteobacteria	0.9992	Rickettsiales	0.9986	Rickettsiaceae	0.999	Rickettsia	0.9928	Rickettsia_monacensis	0.3997	d:Bacteria,p:DeinococcusThermus,c:Deinococci,o:Thermales,f:Thermaceae,g:Meiothermus,s:Meiothermus_ruber	DSM_1279	no	90.9	33	238	28	1	1
OTU_2180	Bacteria	1	DeinococcusThermus	0.9988	Deinococci	0.9992	Deinococcales	0.9937	Deinococcaceae	0.9921	Deinococcus	0.9918	Deinococcus_aquatilis	0.9575	d:Bacteria,p:DeinococcusThermus,c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus,s:Deinococcus_deserti	VCD115_16S	no	93.6	1406	3123	1	1	1
OTU_2182	Bacteria	1	Bacteroidetes	0.929	Chitinophagia	0.5816	Chitinophagales	0.2621	Chitinophagaceae	0.1298	Chitinophaga	0.0028	Chitinophaga_filiformis	0	NA	NA	NA	NA	NA	1463	3	2	1
OTU_2183	Bacteria	1	Bacteroidetes	0.9992	Sphingobacteriia	0.9903	Sphingobacteriales	0.9858	Sphingobacteriaceae	0.9842	Mucilaginibacter	0.8292	Mucilaginibacter_ximonensis	0.0541	d:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Mucilaginibacter,s:Mucilaginibacter_polysacchareus	DRP28_16S	no	94.8	1297	2378	1	1	1
OTU_2184	Bacteria	1	Proteobacteria	0.873	Deltaproteobacteria	0.2594	Myxococcales	0.0837	Cystobacteraceae	0.0247	Cystobacter	0.0024	Angiococcus_disciformis	0	NA	NA	NA	NA	NA	1076	9	5	1
OTU_2185	Bacteria	0.3506	Proteobacteria	0.2297	Alphaproteobacteria	0.0274	Rhodospirillales	0.015	Rhodospirillaceae	0.0015	Magnetospira	3e-4	Magnetospira_thiophila	0	NA	NA	NA	NA	NA	5226	1	1	1
OTU_2186	Bacteria	1	Firmicutes	0.8973	Tissierellia	0.0982	unsure_Terrabacteria_group	0.0837	unsure_unclassified_Tissierellia	0.0353	Tepidimicrobium	0.0028	Tepidimicrobium_ferriphilum	0	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas,s:Halomonas_pantelleriensis	AAP_16S	yes	100	24	2089	1	2	1
OTU_2187	Bacteria	1	Proteobacteria	0.9804	Gammaproteobacteria	0.9693	Pasteurellales	0.9043	Pasteurellaceae	0.8835	Pasteurella	0.2271	Pasteurella_multocida	0.0341	NA	NA	NA	NA	NA	2822	4	7	1
OTU_2188	Bacteria	0.9962	Proteobacteria	0.8285	Deltaproteobacteria	0.0982	Myxococcales	0.0717	Anaeromyxobacteraceae	0.0228	Anaeromyxobacter	0.0022	Anaeromyxobacter_dehalogenans	0	NA	NA	NA	NA	NA	1278	2	3	1
OTU_2189	Bacteria	1	Proteobacteria	0.9983	Alphaproteobacteria	0.9986	Rhodospirillales	0.9841	Acetobacteraceae	0.9819	Roseomonas	0.9796	Roseomonas_gilardii	0.3055	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Coxiella,s:Coxiella_cheraxi	TO-98_16S	no	92.5	40	1548	2	3	1
OTU_219	Bacteria	1	Proteobacteria	0.9479	Alphaproteobacteria	0.9017	Rhodospirillales	0.4864	Acetobacteraceae	0.3232	Gluconacetobacter	0.0497	Gluconacetobacter_takamatsuzukensis	0.0043	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Komagataeibacter,s:Komagataeibacter_swingsii	DST_GL01	no	91.4	1416	386	10	1	1
OTU_2190	Bacteria	0.5287	Firmicutes	0.3627	Bacilli	0.0489	Bacillales	0.0288	Staphylococcaceae	0.0026	Macrococcus	5e-4	Macrococcus_carouselicus	0	NA	NA	NA	NA	NA	1663	8	1	1
OTU_2191	Bacteria	1	Firmicutes	0.964	Negativicutes	0.9017	Veillonellales	0.6051	Veillonellaceae	0.5624	Negativicoccus	0.1664	Negativicoccus_succinicivorans	0.0241	NA	NA	NA	NA	NA	5317	1	1	1
OTU_2192	Bacteria	1	Bacteroidetes	0.9987	Chitinophagia	0.9625	Chitinophagales	0.9371	Chitinophagaceae	0.9432	Segetibacter	0.2877	Segetibacter_koreensis	0.0076	d:Bacteria,p:Bacteroidetes,c:Chitinophagia,o:Chitinophagales,f:Chitinophagaceae,g:Flavitalea,s:Flavitalea_gansuensis	JCN-23_16S	no	91.3	1433	2678	1	1	1
OTU_2193	Bacteria	1	Actinobacteria	0.9992	Actinobacteria	0.9992	Micrococcales	0.9858	Microbacteriaceae	0.9797	Clavibacter	0.9531	Clavibacter_michiganensis	0.9438	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Promicromonosporaceae,g:Isoptericola,s:Isoptericola_halotolerans	YIM_70177	no	92	1342	280	1	12	1
OTU_2194	Bacteria	1	Bacteroidetes	0.9968	Cytophagia	0.8882	Cytophagales	0.6662	Cytophagaceae	0.4449	Spirosoma	0.0926	Spirosoma_panaciterrae	0.0011	NA	NA	NA	NA	NA	3623	1	1	1
OTU_2195	Bacteria	0.974	Armatimonadetes	0.8285	Armatimonadia	0.2594	Armatimonadales	0.1367	Armatimonadaceae	0.0571	Armatimonas	0.0037	Armatimonas_rosea	0	NA	NA	NA	NA	NA	4763	1	1	1
OTU_2196	Bacteria	1	Firmicutes	0.9804	Tissierellia	0.949	Tissierellales	0.9152	Peptoniphilaceae	0.9034	Anaerococcus	0.9235	Anaerococcus_octavius	0.0341	d:Bacteria,p:Firmicutes,c:Tissierellia,o:Tissierellales,f:Peptoniphilaceae,g:Anaerococcus,s:Anaerococcus_octavius	NCTC_9810	no	95.4	1382	538	1	1	1
OTU_2197	Bacteria	1	Proteobacteria	0.9906	Alphaproteobacteria	0.9903	Sphingomonadales	0.97	Sphingomonadaceae	0.8238	Novosphingobium	0.7821	Novosphingobium_rosa	0.3055	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,s:Sphingobium_scionense	WP01_16S	no	92.9	1339	4049	1	1	1
OTU_2198	Bacteria	1	Proteobacteria	0.93	Alphaproteobacteria	0.7696	Rhodospirillales	0.3478	Rhodospirillaceae	0.1298	Oceanibaculum	0.0118	Oceanibaculum_pacificum	6e-4	d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfuromonadales,f:Desulfuromonadaceae,g:Desulfuromusa,s:Desulfuromusa_kysingii	Kysw2_16S	no	100	27	3647	2	1	1
OTU_2199	Bacteria	1	Proteobacteria	0.9743	Alphaproteobacteria	0.949	Sphingomonadales	0.8933	Sphingomonadaceae	0.6769	Sphingomonas	0.5302	Sphingomonas_mali	0.0341	NA	NA	NA	NA	NA	547	9	2	1
OTU_22	Bacteria	1	Actinobacteria	0.96	Actinobacteria	0.9152	Corynebacteriales	0.5458	Dietziaceae	0.2826	Dietzia	0.0926	Dietzia_timorensis	0.0059	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Mycobacteriaceae,g:Mycobacterium,s:Mycobacterium_goodii	M069_16S	no	92.4	1387	4694	1	1	1
OTU_220	Bacteria	1	Actinobacteria	0.9988	Actinobacteria	0.9973	Pseudonocardiales	0.981	Pseudonocardiaceae	0.9797	Actinomycetospora	0.9597	Actinomycetospora_atypica	0.3055	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Nocardiaceae,g:Nocardia,s:Nocardia_africana	DSM_44491	no	91.8	1375	3067	11	1	1
OTU_2200	Bacteria	1	Proteobacteria	0.9304	Alphaproteobacteria	0.7939	Sphingomonadales	0.4335	Sphingomonadaceae	0.1775	Sphingomonas	0.0197	Sphingomonas_aquatilis	6e-4	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:Pseudomonas_agarici	71A_16S	no	97.5	40	547	9	2	1
OTU_2201	Bacteria	1	Tenericutes	0.9681	Mollicutes	0.9355	Entomoplasmatales	0.7983	Spiroplasmataceae	0.7533	Spiroplasma	0.6878	Spiroplasma_ixodetis	0.0441	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Shewanellaceae,g:Shewanella,s:Shewanella_gaetbuli	TF-27_16S	no	92.5	40	4163	1	1	1
OTU_2202	Bacteria	1	Firmicutes	0.9986	Negativicutes	0.9983	Selenomonadales	0.9924	Selenomonadaceae	0.9887	Selenomonas	0.9869	Selenomonas_sputigena	0.9667	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Bifidobacteriales,f:Bifidobacteriaceae,g:Bifidobacterium,s:Bifidobacterium_stellenboschense	AFB23-3_16S	no	96.2	26	955	1	3	1
OTU_2203	Bacteria	1	Planctomycetes	0.9992	Planctomycetia	0.9988	Planctomycetales	0.9937	Isosphaeraceae	0.9946	Singulisphaera	0.4696	Singulisphaera_rosea	0.0241	d:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Isosphaeraceae,g:Aquisphaera,s:Aquisphaera_giovannonii	OJF8_16S	no	92.5	1438	5374	1	1	1
OTU_2204	Archaea	0	Euryarchaeota	0	Methanopyri	0	Methanopyrales	0	Methanopyraceae	0	Methanopyrus	0	Methanopyrus_kandleri	0	NA	NA	NA	NA	NA	3860	1	1	1
OTU_2205	Bacteria	0	Bacteroidetes	0	Cytophagia	0	Cytophagales	0	Cytophagaceae	0	Cytophaga	0	Cytophaga_hutchinsonii	0	NA	NA	NA	NA	NA	161	2	3	1
OTU_2206	Bacteria	1	Proteobacteria	0.9681	Alphaproteobacteria	0.9355	Rhodospirillales	0.5853	Acetobacteraceae	0.5242	Roseomonas	0.114	Roseomonas_mucosa	0.0092	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Komagataeibacter,s:Komagataeibacter_swingsii	DST_GL01	no	90.3	1344	1548	2	1	1
OTU_2207	Bacteria	0	Firmicutes	0	Clostridia	0	Thermoanaerobacterales	0	Thermoanaerobacteraceae	0	Thermoanaerobacter	0	Thermoanaerobacter_kivui	0	NA	NA	NA	NA	NA	2393	1	1	1
OTU_2208	Bacteria	0.974	Firmicutes	0.8487	Clostridia	0.2594	Clostridiales	0.1367	Ruminococcaceae	0.0353	Saccharofermentans	0.0024	Saccharofermentans_acetigenes	0	NA	NA	NA	NA	NA	5019	1	1	1
OTU_2209	Bacteria	0.9517	Firmicutes	0.8285	Clostridia	0.2594	Clostridiales	0.1367	Ruminococcaceae	0.0247	Anaerobacterium	0.002	Anaerobacterium_chartisolvens	0	d:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Bulleidia,s:Bulleidia_extructa	W1219_16S	no	90.2	41	5848	1	1	1
OTU_221	Bacteria	0.5064	Firmicutes	0.3295	Clostridia	0.0448	Clostridiales	0.0249	Peptococcaceae	0.0026	Pelotomaculum	4e-4	Pelotomaculum_thermopropionicum	0	NA	NA	NA	NA	NA	2433	1	2	1
OTU_2210	Bacteria	1	Firmicutes	0.9295	Clostridia	0.7453	Clostridiales	0.4666	Lachnospiraceae	0.2826	Lachnoclostridium	0.0926	Eubacterium_fissicatena	0.0059	NA	NA	NA	NA	NA	4142	3	5	1
OTU_2211	Bacteria	0.9294	Firmicutes	0.7952	Clostridia	0.0982	Clostridiales	0.0837	Ruminococcaceae	0.021	Anaerobacterium	0.0019	Anaerobacterium_chartisolvens	0	d:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Bulleidia,s:Bulleidia_extructa	W1219_16S	no	90.2	41	5848	1	1	1
OTU_2212	Bacteria	0.9072	Firmicutes	0.8285	Clostridia	0.0982	Clostridiales	0.0837	Ruminococcaceae	0.0228	Ruminiclostridium	0.0019	Clostridium_clariflavum	0	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Coprococcus,s:Coprococcus_catus	VPI-C6-61_16S	no	100	30	2552	1	2	1
